	drawz	drawp	pi2	omegacor21	tau1	tau2	num_variants	p1_code	p2_code	p1	p2	p1_category	p2_category	p1_num_cases	p2_num_cases	num_loci	omegacor21_se	attenuation
HC221_INI3526	9.70859006588	1.38572057453e-22	0.117614001741	-0.568231690465	0.0103955281194	0.00141222888567	322984	HC221	INI3526	diabetes	mother's_age_at_death	HC	INI	20440.0	205977.0	37987	0.0585287551136	0.135849652798
HC125_HC95	7.21193093292	2.75819772826e-13	0.00587075534894	-0.569406676721	0.0260139148478	0.0463546784261	313950	HC125	HC95	anaemia	inflammatory_bowel_disease	HC	HC	15944.0	3783.0	1843	0.07895342898	1.78191858847
HC219_HC243	12.8365208499	5.11863363241e-38	0.0193255733958	-0.570059549744	0.0504243056494	0.0181708680839	324796	HC219	HC243	hypothyroidism/myxoedema	inguinal_hernia	HC	HC	19920.0	14042.0	6277	0.0444091943923	0.360359311841
HC55_HC60	3.51753338466	0.000217788777788	0.00270511755335	-0.57065102913	0.197872380456	0.00995807189947	313324	HC55	HC60	hyperthyroidism/thyrotoxicosis	oesophagitis/barretts_oesophagus	HC	HC	3647.0	9528.0	848	0.162230451491	0.050325729526
HC339_HC357	3.13244499856	0.000866784524965	0.0640793428466	-0.570759057526	0.00329360977624	0.00957568279782	312586	HC339	HC357	fracture_lower_leg_/_ankle	duodenal_ulcer	HC	HC	5881.0	3621.0	20030	0.182208804237	2.90735194767
FH1001_HC374	3.64375456093	0.000134344826404	0.190282952107	-0.570978602722	0.00181309865385	0.00492958823219	310708	FH1001	HC374	lung_cancer	kidney_stone/ureter_stone/bladder_stone	FH	HC	123832.0	2812.0	59122	0.156700621069	2.71887479577
HC221_HC43	4.6184873903	1.93273732585e-06	0.0977563172906	-0.575578099531	0.0117338227179	0.00272607134759	324927	HC221	HC43	diabetes	unclassifiable	HC	HC	20440.0	14357.0	31764	0.124624806975	0.232325936153
HC269_INI1807	12.2517438479	8.2210937698e-35	0.0663423834465	-0.576980603186	0.0126339816836	0.00213778966146	327376	HC269	INI1807	high_cholesterol	father's_age_at_death	HC	INI	43054.0	257090.0	21719	0.047093753375	0.169209495074
HC221_INI1807	12.2767925606	6.03443973171e-35	0.147698988309	-0.579510467833	0.00898306482205	0.00148483022815	323020	HC221	INI1807	diabetes	father's_age_at_death	HC	INI	20440.0	257090.0	47710	0.0472037354198	0.165292164486
HC156_HC357	4.98459415324	3.10460023696e-07	0.0238080172467	-0.580150650317	0.0228954510638	0.0156631213644	311838	HC156	HC357	nasal_polyps	duodenal_ulcer	HC	HC	4608.0	3621.0	7424	0.116388743493	0.68411499388
HC430_INI1807	6.51310475669	3.68065667701e-11	0.00768944296831	-0.580519460378	0.0705960897706	0.00366931069122	313225	HC430	INI1807	rheumatoid_arthritis	father's_age_at_death	HC	INI	5587.0	257090.0	2409	0.0891309877645	0.0519761179854
HC136_HC262	3.46201855051	0.000268070100003	0.00557313866819	-0.583261758198	0.0702490915593	0.0155585651914	308341	HC136	HC262	connective_tissue_disorder	diverticular_disease/diverticulitis	HC	HC	2515.0	4036.0	1718	0.168474475133	0.22147710164
INI30120_INI30200	40.564726097	0.0	0.0851321787868	-0.583973884765	0.00954418919191	0.00613159526444	345575	INI30120	INI30200	lymphocyte_count	neutrophill_percentage	INI	INI	327479.0	327482.0	29420	0.0143961007741	0.642442761889
HC136_HC322	5.87409850676	2.12575261164e-09	0.00540400705616	-0.593004737053	0.0695070498163	0.0519742827698	303251	HC136	HC322	connective_tissue_disorder	crohns_disease	HC	HC	2515.0	1652.0	1639	0.100952467237	0.747755557273
HC28_HC38	14.405637401	2.38448869241e-47	0.00335671087823	-0.593281901729	0.0376226305606	0.32624174225	306119	HC28	HC38	bronchiectasis	psoriasis	HC	HC	1939.0	5074.0	1028	0.0411840090941	8.67142295447
HC237_HC262	3.13443208043	0.000860935547668	0.100063546943	-0.594968070619	0.00166065420328	0.00723580997593	313557	HC237	HC262	back_problem	diverticular_disease/diverticulitis	HC	HC	5950.0	4036.0	31376	0.189816864858	4.3572045051
HC295_HC43	3.80789353177	7.00777941075e-05	0.176090966108	-0.596521006982	0.00511753337312	0.00224145602269	321019	HC295	HC43	carpal_tunnel_syndrome	unclassifiable	HC	HC	8152.0	14357.0	56529	0.156653804001	0.437995389432
HC243_HC55	11.8470116978	1.11501003737e-32	0.00319970885448	-0.598834548027	0.0330643950234	0.18634138053	313478	HC243	HC55	inguinal_hernia	hyperthyroidism/thyrotoxicosis	HC	HC	14042.0	3647.0	1003	0.0505473079038	5.63571117506
HC164_HC179	5.45057366731	2.51037998514e-08	0.125826922283	-0.606879889004	0.00443328930844	0.00482492772354	321074	HC164	HC179	gastro-oesophageal_reflux_(gord)_/_gastric_reflux	iron_deficiency_anaemia	HC	HC	30231.0	7811.0	40400	0.111342388168	1.08834036939
FH1002_HC136	8.36545689065	2.99412111236e-17	0.00718895464659	-0.612032041451	0.00870672925129	0.0682742012952	309303	FH1002	HC136	breast_cancer	connective_tissue_disorder	FH	HC	62401.0	2515.0	2224	0.0731618188285	7.84154408903
HC178_HC96	3.87291902644	5.37697822073e-05	0.00135884941408	-0.613836048117	0.00879931526653	0.156379415225	298075	HC178	HC96	stress	polymyalgia_rheumatica	HC	HC	1216.0	1421.0	405	0.158494418274	17.7717709263
HC151_HC72	5.36754196889	3.99084695351e-08	0.00313357776519	-0.6161583708	0.194933091719	0.00229725682045	299577	HC151	HC72	multiple_sclerosis	chronic_fatigue_syndrome	HC	HC	1467.0	1559.0	939	0.114793396003	0.0117848478172
HC310_HC55	12.2649594924	6.98410633894e-35	0.00334231292739	-0.616647107856	0.0178731667637	0.183929074714	313529	HC310	HC55	hiatus_hernia	hyperthyroidism/thyrotoxicosis	HC	HC	41260.0	3647.0	1048	0.0502771418233	10.2907938557
HC206_HC430	9.2944773442	7.39655983121e-21	0.00398991996286	-0.617114777722	0.0130044021331	0.104953750118	299088	HC206	HC430	parkinsons_disease	rheumatoid_arthritis	HC	HC	1082.0	5587.0	1193	0.0663958558258	8.07063247074
HC169_HC85	6.23633428986	2.23971671156e-10	0.0117424746059	-0.620291524196	0.031244222275	0.03343918935	298775	HC169	HC85	pernicious_anaemia	enlarged_prostate	HC	HC	1048.0	5078.0	3508	0.0994641235324	1.07025193508
HC132_INI3526	8.05443307989	3.9924013923e-16	0.220838053625	-0.623766834697	0.00468813566249	0.000981534890924	322414	HC132	INI3526	angina	mother's_age_at_death	HC	INI	18473.0	205977.0	71201	0.0774439154823	0.209365718398
HC294_HC357	3.27636650313	0.000525760049725	0.084942310676	-0.625948282404	0.00317792066892	0.0083218951495	312971	HC294	HC357	renal/kidney_failure	duodenal_ulcer	HC	HC	7081.0	3621.0	26584	0.191049530572	2.61866044388
HC221_HC366	3.11990025009	0.000904561461089	0.0928350209138	-0.629196803122	0.0121263636546	0.000191152842121	309234	HC221	HC366	diabetes	allergy/hypersensitivity/anaphylaxis	HC	HC	20440.0	2491.0	28708	0.20167208971	0.015763410002
HC200_HC85	6.01399079348	9.05053973418e-10	0.0124115080786	-0.629229960346	0.00351672660461	0.0339907653501	305410	HC200	HC85	fracture_tibia	enlarged_prostate	HC	HC	1811.0	5078.0	3791	0.104627689325	9.66545574101
HC382_INI30230	3.7037319833	0.000106225359031	0.037933154363	-0.633003386238	0.0194420645248	6.51732124224e-06	327682	HC382	INI30230	asthma	nucleated_red_blood_cell_percentage	HC	INI	43626.0	327318.0	12430	0.170909609305	0.000335217550273
HC38_HC96	9.23131907187	1.33659669365e-20	0.00337540868703	-0.633126978447	0.323507963259	0.110639397002	302170	HC38	HC96	psoriasis	polymyalgia_rheumatica	HC	HC	5074.0	1421.0	1020	0.0685846706758	0.34199899096
HC303_HC322	6.99371744491	1.33848217394e-12	0.00453738144431	-0.637335782585	0.475750942611	0.0376806498545	302388	HC303	HC322	malabsorption/coeliac_disease	crohns_disease	HC	HC	2094.0	1652.0	1372	0.0911297586163	0.0792024701994
HC136_HC164	7.69450675405	7.10205214421e-15	0.01414686432	-0.638455608848	0.0442121671256	0.012695426175	309303	HC136	HC164	connective_tissue_disorder	gastro-oesophageal_reflux_(gord)_/_gastric_reflux	HC	HC	2515.0	30231.0	4376	0.0829755082757	0.287147792121
HC140_HC385	4.49726150696	3.44171524662e-06	0.0322932638825	-0.641277951846	0.00730197810293	0.018229784885	304452	HC140	HC385	urinary_frequency_/_incontinence	peripheral_vascular_disease	HC	HC	1767.0	3517.0	9832	0.142592987055	2.49655430734
HC179_HC418	3.42131335976	0.00031159741354	0.0213260623577	-0.642009161312	0.0134974784165	0.0119662546204	314748	HC179	HC418	iron_deficiency_anaemia	cervical_spondylosis	HC	HC	7811.0	4317.0	6712	0.187649915048	0.886554825365
INI30050_INI30070	49.7005348365	0.0	0.0616488658481	-0.642014732815	0.0143599355912	0.011495410299	345777	INI30050	INI30070	mean_corpuscular_haemoglobin	red_blood_cell_(erythrocyte)_distribution_width	INI	INI	328028.0	328031.0	21317	0.0129176624543	0.800519628098
HC243_HC295	9.75182279026	9.05926633088e-23	0.0353202046862	-0.644239763631	0.0145407310831	0.0150791830092	320999	HC243	HC295	inguinal_hernia	carpal_tunnel_syndrome	HC	HC	14042.0	8152.0	11338	0.0660635224293	1.03703059516
HC142_HC302	3.28031998356	0.000518447059903	0.189003236323	-0.644796434237	0.00171636354364	0.0055211329479	310219	HC142	HC302	synovitis	retinal_detachment	HC	HC	4303.0	3247.0	58632	0.196565102633	3.21676195487
HC25_HC374	5.12410981639	1.49473359638e-07	0.0843255573835	-0.645528317405	0.00596172707748	0.00944900381204	310704	HC25	HC374	cataract	kidney_stone/ureter_stone/bladder_stone	HC	HC	19448.0	2812.0	26200	0.125978626637	1.58494404209
HC136_HC310	9.43574880072	1.9410568617e-21	0.00953345164058	-0.645998175819	0.0507598544688	0.0167906627315	309303	HC136	HC310	connective_tissue_disorder	hiatus_hernia	HC	HC	2515.0	41260.0	2949	0.0684628416315	0.330786266178
HC16_HC184	4.4646667119	4.00967431749e-06	0.00789877894629	-0.646609736391	0.0048543744513	0.0370054730978	295817	HC16	HC184	rectal_or_colon_adenoma/polyps	aortic_aneurysm_rupture	HC	HC	1057.0	1085.0	2337	0.144828220809	7.62311879091
INI30010_INI30260	53.4615738846	0.0	0.107822471222	-0.646693103759	0.00657606850715	0.00799385555276	345624	INI30010	INI30260	red_blood_cell_(erythrocyte)_count	mean_reticulocyte_volume	INI	INI	328032.0	322934.0	37266	0.0120964097532	1.21559797378
HC311_HC430	9.7816007238	6.75286955126e-23	0.00401165994212	-0.64767623443	0.00711388501274	0.105592089116	307174	HC311	HC430	measles_/_morbillivirus	rheumatoid_arthritis	HC	HC	2120.0	5587.0	1232	0.0662137264359	14.8430975377
INI30010_INI30050	57.2352453354	0.0	0.0703588281418	-0.648179161532	0.00820109099069	0.0134271838071	345803	INI30010	INI30050	red_blood_cell_(erythrocyte)_count	mean_corpuscular_haemoglobin	INI	INI	328032.0	328028.0	24330	0.0113248254242	1.63724360849
HC219_HC41	6.89110979851	2.76793940095e-12	0.0197093888671	-0.650679757232	0.0500758847814	0.00641497197661	326540	HC219	HC41	hypothyroidism/myxoedema	depression	HC	HC	19920.0	20461.0	6436	0.0944230720824	0.128105015111
HC185_HC405	3.48559904307	0.000245518203995	0.152563650677	-0.659737061473	0.00263746996893	0.00738180042265	309010	HC185	HC405	cellulitis	vaginal_prolapse/uterine_prolapse	HC	HC	6168.0	2041.0	47144	0.189275086813	2.79881875798
HC125_HC310	9.32342314769	5.63230313874e-21	0.00883322543168	-0.660237472686	0.0211662874984	0.0174810652327	326583	HC125	HC310	anaemia	hiatus_hernia	HC	HC	15944.0	41260.0	2885	0.0708149208963	0.825891892191
FH1286_HC385	6.33158212746	1.21329973727e-10	0.0421018064384	-0.663214690383	0.00537194137918	0.0160114959656	313229	FH1286	HC385	severe_depression	peripheral_vascular_disease	FH	HC	54576.0	3517.0	13188	0.104747072222	2.98057905614
HC392_HC85	5.38222589049	3.67851791174e-08	0.0114525077336	-0.663608373149	0.0129227939258	0.0348637912712	307069	HC392	HC85	pancreatitis	enlarged_prostate	HC	HC	2106.0	5078.0	3517	0.12329626936	2.69785245136
HC133_HC357	3.34316345049	0.000414145484455	0.055033372298	-0.667796836247	0.00622677951291	0.0118106494438	308688	HC133	HC357	anal_fissure	duodenal_ulcer	HC	HC	2721.0	3621.0	16988	0.199749981159	1.89675086765
HC294_HC85	6.20507753419	2.73349713332e-10	0.0165856043262	-0.668116368365	0.0059336143377	0.0298707260671	317167	HC294	HC85	renal/kidney_failure	enlarged_prostate	HC	HC	7081.0	5078.0	5260	0.107672525393	5.03415361483
INI30060_INI30070	46.138148777	0.0	0.0488397676463	-0.670623896789	0.00660218284707	0.0130647644465	345826	INI30060	INI30070	mean_corpuscular_haemoglobin_concentration	red_blood_cell_(erythrocyte)_distribution_width	INI	INI	328025.0	328031.0	16890	0.0145351279703	1.97885528909
HC136_HC243	9.85403315503	3.29236844086e-23	0.00654769734921	-0.672610655378	0.0595475036793	0.033296858394	309293	HC136	HC243	connective_tissue_disorder	inguinal_hernia	HC	HC	2515.0	14042.0	2025	0.0682573972297	0.55916463893
INI30010_INI30270	56.7979610505	0.0	0.120138144671	-0.676834285065	0.00620291464633	0.00755666433768	345580	INI30010	INI30270	red_blood_cell_(erythrocyte)_count	mean_sphered_cell_volume	INI	INI	328032.0	322755.0	41517	0.0119165243355	1.21824412692
HC125_HC164	7.38667877359	7.52708491235e-14	0.015058957592	-0.677629523591	0.0171690816083	0.0126456455759	326348	HC125	HC164	anaemia	gastro-oesophageal_reflux_(gord)_/_gastric_reflux	HC	HC	15944.0	30231.0	4914	0.091736698503	0.736535935026
HC303_HC64	6.91910238246	2.2725715092e-12	0.00469773648344	-0.677678762815	0.477895390365	0.0127705555415	306936	HC303	HC64	malabsorption/coeliac_disease	irritable_bowel_syndrome	HC	HC	2094.0	11556.0	1442	0.0979431616062	0.0267224915724
HC418_HC45	3.72538236956	9.75096897905e-05	0.24159935663	-0.679580172085	0.00185976033637	0.00409727359838	300580	HC418	HC45	cervical_spondylosis	mumps_/_epidemic_parotitis	HC	HC	4317.0	1228.0	72620	0.182418904872	2.20311914296
HC204_HC302	3.5691357576	0.000179080401805	0.153351182461	-0.68063190914	0.00155186904215	0.00695690125412	304858	HC204	HC302	bursitis	retinal_detachment	HC	HC	1929.0	3247.0	46750	0.190699361237	4.48291773673
HC164_HC55	11.2539844516	1.10680597472e-29	0.00295792004196	-0.681559772262	0.0126232391626	0.199880846836	313528	HC164	HC55	gastro-oesophageal_reflux_(gord)_/_gastric_reflux	hyperthyroidism/thyrotoxicosis	HC	HC	30231.0	3647.0	927	0.0605616415407	15.8343547374
HC303_HC60	3.90268911135	4.75649294623e-05	0.00460135635474	-0.682667938546	0.479664647944	0.00624539120494	306911	HC303	HC60	malabsorption/coeliac_disease	oesophagitis/barretts_oesophagus	HC	HC	2094.0	9528.0	1412	0.174922449385	0.0130203283309
HC243_HC294	4.31021387046	8.15483666946e-06	0.0278150849736	-0.682980282413	0.0169874283384	0.00729412693416	319842	HC243	HC294	inguinal_hernia	renal/kidney_failure	HC	HC	14042.0	7081.0	8896	0.158456239746	0.429383823664
FH1286_HC179	6.82364440145	4.43797166368e-12	0.0337910162639	-0.684358789083	0.00604841766872	0.0123282926346	321098	FH1286	HC179	severe_depression	iron_deficiency_anaemia	FH	HC	54576.0	7811.0	10850	0.10029227035	2.03826741304
HC144_HC85	5.41256890857	3.10634671816e-08	0.0111941891706	-0.685862900521	0.0142562573743	0.0352843665185	308863	HC144	HC85	chickenpox	enlarged_prostate	HC	HC	2458.0	5078.0	3457	0.126716705525	2.47500908492
HC219_HC311	3.17190076304	0.000757223741113	0.0195399494579	-0.686912811242	0.0505155915514	0.00690697887636	307430	HC219	HC311	hypothyroidism/myxoedema	measles_/_morbillivirus	HC	HC	19920.0	2120.0	6007	0.216561885935	0.136729644536
HC55_INI1807	5.30708498387	5.56961256937e-08	0.00310536687527	-0.689332364069	0.183413711291	0.00339758406874	308884	HC55	INI1807	hyperthyroidism/thyrotoxicosis	father's_age_at_death	HC	INI	3647.0	257090.0	959	0.129889075861	0.0185241552817
FH1065_HC311	4.1538961896	1.63430754143e-05	0.231174954952	-0.690195052537	0.00363121971126	0.00377148734162	307433	FH1065	HC311	high_blood_pressure	measles_/_morbillivirus	FH	HC	199068.0	2120.0	71071	0.166156066746	1.03862824106
HC357_HC55	11.5687762454	2.96613737357e-31	0.00273429532951	-0.69371168159	0.0145733365873	0.202645639082	310621	HC357	HC55	duodenal_ulcer	hyperthyroidism/thyrotoxicosis	HC	HC	3621.0	3647.0	849	0.0599641368172	13.9052328798
HC303_HC95	9.93167855676	1.51554714009e-23	0.00458927870756	-0.693793893131	0.471207777317	0.039113069803	306192	HC303	HC95	malabsorption/coeliac_disease	inflammatory_bowel_disease	HC	HC	2094.0	3783.0	1405	0.0698566600969	0.0830059937162
HC219_INI3526	8.74675521084	1.09787659907e-18	0.0212556066187	-0.700109873034	0.0479999026717	0.00236768836119	322850	HC219	INI3526	hypothyroidism/myxoedema	mother's_age_at_death	HC	INI	19920.0	205977.0	6862	0.0800422392256	0.0493269408769
HC243_HC392	4.54840073084	2.70275653939e-06	0.0237446153344	-0.700288050955	0.0182275774073	0.0154651350613	307229	HC243	HC392	inguinal_hernia	pancreatitis	HC	HC	14042.0	2106.0	7295	0.153963578057	0.848447092871
HC142_HC85	5.37979575695	3.72851958922e-08	0.0125086616434	-0.701421437482	0.0106265797693	0.0334853734489	314161	HC142	HC85	synovitis	enlarged_prostate	HC	HC	4303.0	5078.0	3930	0.130380681567	3.15109604181
FH1065_HC144	4.56103662201	2.54508507308e-06	0.232406714732	-0.703052845838	0.00361953921783	0.00380606455697	309159	FH1065	HC144	high_blood_pressure	chickenpox	FH	HC	199068.0	2458.0	71851	0.154143214384	1.05153289629
FH1286_HC169	4.25010494173	1.06835192151e-05	0.0721081841015	-0.709639468026	0.00421086083805	0.0150526298654	298802	FH1286	HC169	severe_depression	pernicious_anaemia	FH	HC	54576.0	1048.0	21546	0.166969869628	3.57471558531
HC310_HC385	7.71601313173	6.00124755789e-15	0.0448598881287	-0.71118361942	0.00815078607588	0.0158823262499	313228	HC310	HC385	hiatus_hernia	peripheral_vascular_disease	HC	HC	41260.0	3517.0	14051	0.0921698301025	1.94856374613
HC125_HC243	10.1478627124	1.69349803964e-24	0.00708183802495	-0.711338227256	0.0227576162811	0.0320218825371	324261	HC125	HC243	anaemia	inguinal_hernia	HC	HC	15944.0	14042.0	2296	0.0700973443784	1.40708421047
HC382_HC83	3.2945635434	0.000492873274042	0.0375330129533	-0.712072937578	0.019775330077	0.00381857608563	318691	HC382	HC83	asthma	fracture_forearm_/_wrist	HC	HC	43626.0	6014.0	11961	0.216135742473	0.193097969579
INI30080_INI30100	67.1376518705	0.0	0.0825035352204	-0.714230165234	0.0106512194096	0.0139655931121	345853	INI30080	INI30100	platelet_count	mean_platelet_(thrombocyte)_volume	INI	INI	328031.0	328027.0	28534	0.0106382952834	1.31117316949
HC219_HC85	11.4320521724	1.44596128954e-30	0.0183778042322	-0.717405962439	0.0518692775832	0.0223493242576	318808	HC219	HC85	hypothyroidism/myxoedema	enlarged_prostate	HC	HC	19920.0	5078.0	5859	0.0627539090638	0.430877877984
HC310_HC437	3.82959268665	6.41777663735e-05	0.0803765975323	-0.718027084015	0.00609419566914	0.00491632014599	315267	HC310	HC437	hiatus_hernia	epilepsy	HC	HC	41260.0	4210.0	25340	0.187494374145	0.80672174195
HC221_HC254	4.12530844521	1.85119113286e-05	0.0916293358023	-0.720601690625	0.0121949716412	0.00834257116567	299408	HC221	HC254	diabetes	uterine_polyps	HC	HC	20440.0	1122.0	27435	0.174678257443	0.684099267397
HC123_HC385	4.81536938748	7.34639210762e-07	0.0395321568108	-0.726475257384	0.00115535944458	0.0176080319854	308924	HC123	HC385	muscle/soft_tissue_problem	peripheral_vascular_disease	HC	HC	2836.0	3517.0	12212	0.150865945876	15.2403064414
HC140_HC374	3.10747080762	0.000943478103331	0.171697623717	-0.733557829775	0.00118478333189	0.00607904958894	303887	HC140	HC374	urinary_frequency_/_incontinence	kidney_stone/ureter_stone/bladder_stone	HC	HC	1767.0	2812.0	52177	0.236062661627	5.13093780552
HC261_HC64	4.41746720443	4.99321084864e-06	0.00468280735185	-0.734396900651	0.0430485649203	0.0158687674716	322423	HC261	HC64	eczema/dermatitis	irritable_bowel_syndrome	HC	HC	11643.0	11556.0	1510	0.166248410382	0.368624772997
HC243_HC385	7.74219934763	4.8855813083e-15	0.016002658768	-0.737977787957	0.021220793449	0.0251348278238	313187	HC243	HC385	inguinal_hernia	peripheral_vascular_disease	HC	HC	14042.0	3517.0	5012	0.095318882248	1.18444335666
HC303_INI1807	5.77883875047	3.76089862069e-09	0.00467333065384	-0.740536922317	0.4732209476	0.00222976613441	302861	HC303	INI1807	malabsorption/coeliac_disease	father's_age_at_death	HC	INI	2094.0	257090.0	1415	0.128146320445	0.00471189228988
HC261_HC418	3.4007539263	0.000336001452992	0.00372728144829	-0.742871135956	0.0478327649645	0.0230377579507	315148	HC261	HC418	eczema/dermatitis	cervical_spondylosis	HC	HC	11643.0	4317.0	1175	0.218443072347	0.481631324632
HC422_HC438	4.01411463875	2.98346712626e-05	0.0018891421402	-0.751308305012	0.384398388441	0.0446152756434	296906	HC422	HC438	ankylosing_spondylitis	hepatitis	HC	HC	1184.0	1138.0	561	0.187166628915	0.116065199504
